site_id,lon,lat,vs30
0,116.71999,-31.82000,7.600000E+02
1,116.71999,-31.82450,7.600000E+02
2,116.71999,-31.82899,7.600000E+02
3,116.71999,-31.83349,7.600000E+02
4,116.71999,-31.83799,7.600000E+02
5,116.71999,-31.84248,7.600000E+02
6,116.71999,-31.84698,7.600000E+02
7,116.71999,-31.85148,7.600000E+02
8,116.71999,-31.85597,7.600000E+02
9,116.71999,-31.86047,7.600000E+02
10,116.72000,-31.86497,7.600000E+02
11,116.72000,-31.86946,7.600000E+02
12,116.72000,-31.87396,7.600000E+02
13,116.72000,-31.87846,7.600000E+02
14,116.72000,-31.88295,7.600000E+02
15,116.72000,-31.88745,7.600000E+02
16,116.72000,-31.89195,7.600000E+02
17,116.72000,-31.89644,7.600000E+02
18,116.72000,-31.90094,7.600000E+02
19,116.72000,-31.90544,7.600000E+02
20,116.72000,-31.90993,7.600000E+02
21,116.72000,-31.91443,7.600000E+02
22,116.72000,-31.91893,7.600000E+02
23,116.72000,-31.92342,7.600000E+02
24,116.72000,-31.92792,7.600000E+02
25,116.72000,-31.93242,7.600000E+02
26,116.72000,-31.93691,7.600000E+02
27,116.72000,-31.94141,7.600000E+02
28,116.72000,-31.94591,7.600000E+02
29,116.72000,-31.95040,7.600000E+02
30,116.72528,-31.82000,7.600000E+02
31,116.72528,-31.82450,7.600000E+02
32,116.72529,-31.82899,7.600000E+02
33,116.72529,-31.83349,7.600000E+02
34,116.72529,-31.83799,7.600000E+02
35,116.72529,-31.84248,7.600000E+02
36,116.72529,-31.84698,7.600000E+02
37,116.72529,-31.85148,7.600000E+02
38,116.72529,-31.85597,7.600000E+02
39,116.72529,-31.86047,7.600000E+02
40,116.72529,-31.86497,7.600000E+02
41,116.72529,-31.86946,7.600000E+02
42,116.72529,-31.87396,7.600000E+02
43,116.72529,-31.87846,7.600000E+02
44,116.72529,-31.88295,7.600000E+02
45,116.72529,-31.88745,7.600000E+02
46,116.72529,-31.89195,7.600000E+02
47,116.72529,-31.89644,7.600000E+02
48,116.72529,-31.90094,7.600000E+02
49,116.72529,-31.90544,7.600000E+02
50,116.72529,-31.90993,7.600000E+02
51,116.72530,-31.91443,7.600000E+02
52,116.72530,-31.91893,7.600000E+02
53,116.72530,-31.92342,7.600000E+02
54,116.72530,-31.92792,7.600000E+02
55,116.72530,-31.93242,7.600000E+02
56,116.72530,-31.93691,7.600000E+02
57,116.72530,-31.94141,7.600000E+02
58,116.72530,-31.94591,7.600000E+02
59,116.72530,-31.95040,7.600000E+02
60,116.73058,-31.82000,7.600000E+02
61,116.73058,-31.82450,7.600000E+02
62,116.73058,-31.82899,7.600000E+02
63,116.73058,-31.83349,7.600000E+02
64,116.73058,-31.83799,7.600000E+02
65,116.73058,-31.84248,7.600000E+02
66,116.73058,-31.84698,7.600000E+02
67,116.73058,-31.85148,7.600000E+02
68,116.73058,-31.85597,7.600000E+02
69,116.73058,-31.86047,7.600000E+02
70,116.73058,-31.86497,7.600000E+02
71,116.73058,-31.86946,7.600000E+02
72,116.73059,-31.87396,7.600000E+02
73,116.73059,-31.87846,7.600000E+02
74,116.73059,-31.88295,7.600000E+02
75,116.73059,-31.88745,7.600000E+02
76,116.73059,-31.89195,7.600000E+02
77,116.73059,-31.89644,7.600000E+02
78,116.73059,-31.90094,7.600000E+02
79,116.73059,-31.90544,7.600000E+02
80,116.73059,-31.90993,7.600000E+02
81,116.73059,-31.91443,7.600000E+02
82,116.73059,-31.91893,7.600000E+02
83,116.73059,-31.92342,7.600000E+02
84,116.73060,-31.92792,7.600000E+02
85,116.73060,-31.93242,7.600000E+02
86,116.73060,-31.93691,7.600000E+02
87,116.73060,-31.94141,7.600000E+02
88,116.73060,-31.94591,7.600000E+02
89,116.73060,-31.95040,7.600000E+02
90,116.73587,-31.82000,7.600000E+02
91,116.73587,-31.82450,7.600000E+02
92,116.73587,-31.82899,7.600000E+02
93,116.73587,-31.83349,7.600000E+02
94,116.73587,-31.83799,7.600000E+02
95,116.73587,-31.84248,7.600000E+02
96,116.73587,-31.84698,7.600000E+02
97,116.73588,-31.85148,7.600000E+02
98,116.73588,-31.85597,7.600000E+02
99,116.73588,-31.86047,7.600000E+02
100,116.73588,-31.86497,7.600000E+02
101,116.73588,-31.86946,7.600000E+02
102,116.73588,-31.87396,7.600000E+02
103,116.73588,-31.87846,7.600000E+02
104,116.73588,-31.88295,7.600000E+02
105,116.73588,-31.88745,7.600000E+02
106,116.73588,-31.89195,7.600000E+02
107,116.73589,-31.89644,7.600000E+02
108,116.73589,-31.90094,7.600000E+02
109,116.73589,-31.90544,7.600000E+02
110,116.73589,-31.90993,7.600000E+02
111,116.73589,-31.91443,7.600000E+02
112,116.73589,-31.91893,7.600000E+02
113,116.73589,-31.92342,7.600000E+02
114,116.73589,-31.92792,7.600000E+02
115,116.73589,-31.93242,7.600000E+02
116,116.73590,-31.93691,7.600000E+02
117,116.73590,-31.94141,7.600000E+02
118,116.73590,-31.94591,7.600000E+02
119,116.73590,-31.95040,7.600000E+02
120,116.74116,-31.82000,7.600000E+02
121,116.74116,-31.82450,7.600000E+02
122,116.74116,-31.82899,7.600000E+02
123,116.74116,-31.83349,7.600000E+02
124,116.74117,-31.83799,7.600000E+02
125,116.74117,-31.84248,7.600000E+02
126,116.74117,-31.84698,7.600000E+02
127,116.74117,-31.85148,7.600000E+02
128,116.74117,-31.85597,7.600000E+02
129,116.74117,-31.86047,7.600000E+02
130,116.74117,-31.86497,7.600000E+02
131,116.74117,-31.86946,7.600000E+02
132,116.74118,-31.87396,7.600000E+02
133,116.74118,-31.87846,7.600000E+02
134,116.74118,-31.88295,7.600000E+02
135,116.74118,-31.88745,7.600000E+02
136,116.74118,-31.89195,7.600000E+02
137,116.74118,-31.89644,7.600000E+02
138,116.74118,-31.90094,7.600000E+02
139,116.74118,-31.90544,7.600000E+02
140,116.74119,-31.90993,7.600000E+02
141,116.74119,-31.91443,7.600000E+02
142,116.74119,-31.91893,7.600000E+02
143,116.74119,-31.92342,7.600000E+02
144,116.74119,-31.92792,7.600000E+02
145,116.74119,-31.93242,7.600000E+02
146,116.74119,-31.93691,7.600000E+02
147,116.74120,-31.94141,7.600000E+02
148,116.74120,-31.94591,7.600000E+02
149,116.74120,-31.95040,7.600000E+02
150,116.74645,-31.82000,7.600000E+02
151,116.74645,-31.82450,7.600000E+02
152,116.74646,-31.82899,7.600000E+02
153,116.74646,-31.83349,7.600000E+02
154,116.74646,-31.83799,7.600000E+02
155,116.74646,-31.84248,7.600000E+02
156,116.74646,-31.84698,7.600000E+02
157,116.74646,-31.85148,7.600000E+02
158,116.74646,-31.85597,7.600000E+02
159,116.74647,-31.86047,7.600000E+02
160,116.74647,-31.86497,7.600000E+02
161,116.74647,-31.86946,7.600000E+02
162,116.74647,-31.87396,7.600000E+02
163,116.74647,-31.87846,7.600000E+02
164,116.74647,-31.88295,7.600000E+02
165,116.74648,-31.88745,7.600000E+02
166,116.74648,-31.89195,7.600000E+02
167,116.74648,-31.89644,7.600000E+02
168,116.74648,-31.90094,7.600000E+02
169,116.74648,-31.90544,7.600000E+02
170,116.74648,-31.90993,7.600000E+02
171,116.74648,-31.91443,7.600000E+02
172,116.74649,-31.91893,7.600000E+02
173,116.74649,-31.92342,7.600000E+02
174,116.74649,-31.92792,7.600000E+02
175,116.74649,-31.93242,7.600000E+02
176,116.74649,-31.93691,7.600000E+02
177,116.74649,-31.94141,7.600000E+02
178,116.74650,-31.94591,7.600000E+02
179,116.74650,-31.95040,7.600000E+02
180,116.75174,-31.82000,7.600000E+02
181,116.75175,-31.82450,7.600000E+02
182,116.75175,-31.82899,7.600000E+02
183,116.75175,-31.83349,7.600000E+02
184,116.75175,-31.83799,7.600000E+02
185,116.75175,-31.84248,7.600000E+02
186,116.75175,-31.84698,7.600000E+02
187,116.75176,-31.85148,7.600000E+02
188,116.75176,-31.85597,7.600000E+02
189,116.75176,-31.86047,7.600000E+02
190,116.75176,-31.86497,7.600000E+02
191,116.75176,-31.86946,7.600000E+02
192,116.75177,-31.87396,7.600000E+02
193,116.75177,-31.87846,7.600000E+02
194,116.75177,-31.88295,7.600000E+02
195,116.75177,-31.88745,7.600000E+02
196,116.75177,-31.89195,7.600000E+02
197,116.75177,-31.89644,7.600000E+02
198,116.75178,-31.90094,7.600000E+02
199,116.75178,-31.90544,7.600000E+02
200,116.75178,-31.90993,7.600000E+02
201,116.75178,-31.91443,7.600000E+02
202,116.75178,-31.91893,7.600000E+02
203,116.75179,-31.92342,7.600000E+02
204,116.75179,-31.92792,7.600000E+02
205,116.75179,-31.93242,7.600000E+02
206,116.75179,-31.93691,7.600000E+02
207,116.75179,-31.94141,7.600000E+02
208,116.75179,-31.94591,7.600000E+02
209,116.75180,-31.95040,7.600000E+02
210,116.75704,-31.82000,7.600000E+02
211,116.75704,-31.82450,7.600000E+02
212,116.75704,-31.82899,7.600000E+02
213,116.75704,-31.83349,7.600000E+02
214,116.75704,-31.83799,7.600000E+02
215,116.75705,-31.84248,7.600000E+02
216,116.75705,-31.84698,7.600000E+02
217,116.75705,-31.85148,7.600000E+02
218,116.75705,-31.85597,7.600000E+02
219,116.75705,-31.86047,7.600000E+02
220,116.75706,-31.86497,7.600000E+02
221,116.75706,-31.86946,7.600000E+02
222,116.75706,-31.87396,7.600000E+02
223,116.75706,-31.87846,7.600000E+02
224,116.75707,-31.88295,7.600000E+02
225,116.75707,-31.88745,7.600000E+02
226,116.75707,-31.89195,7.600000E+02
227,116.75707,-31.89644,7.600000E+02
228,116.75707,-31.90094,7.600000E+02
229,116.75708,-31.90544,7.600000E+02
230,116.75708,-31.90993,7.600000E+02
231,116.75708,-31.91443,7.600000E+02
232,116.75708,-31.91893,7.600000E+02
233,116.75708,-31.92342,7.600000E+02
234,116.75709,-31.92792,7.600000E+02
235,116.75709,-31.93242,7.600000E+02
236,116.75709,-31.93691,7.600000E+02
237,116.75709,-31.94141,7.600000E+02
238,116.75709,-31.94591,7.600000E+02
239,116.75710,-31.95040,7.600000E+02
240,116.76233,-31.82000,7.600000E+02
241,116.76233,-31.82450,7.600000E+02
242,116.76233,-31.82899,7.600000E+02
243,116.76234,-31.83349,7.600000E+02
244,116.76234,-31.83799,7.600000E+02
245,116.76234,-31.84248,7.600000E+02
246,116.76234,-31.84698,7.600000E+02
247,116.76234,-31.85148,7.600000E+02
248,116.76235,-31.85597,7.600000E+02
249,116.76235,-31.86047,7.600000E+02
250,116.76235,-31.86497,7.600000E+02
251,116.76235,-31.86946,7.600000E+02
252,116.76236,-31.87396,7.600000E+02
253,116.76236,-31.87846,7.600000E+02
254,116.76236,-31.88295,7.600000E+02
255,116.76236,-31.88745,7.600000E+02
256,116.76237,-31.89195,7.600000E+02
257,116.76237,-31.89644,7.600000E+02
258,116.76237,-31.90094,7.600000E+02
259,116.76237,-31.90544,7.600000E+02
260,116.76237,-31.90993,7.600000E+02
261,116.76238,-31.91443,7.600000E+02
262,116.76238,-31.91893,7.600000E+02
263,116.76238,-31.92342,7.600000E+02
264,116.76238,-31.92792,7.600000E+02
265,116.76239,-31.93242,7.600000E+02
266,116.76239,-31.93691,7.600000E+02
267,116.76239,-31.94141,7.600000E+02
268,116.76239,-31.94591,7.600000E+02
269,116.76240,-31.95040,7.600000E+02
270,116.76762,-31.82000,7.600000E+02
271,116.76762,-31.82450,7.600000E+02
272,116.76763,-31.82899,7.600000E+02
273,116.76763,-31.83349,7.600000E+02
274,116.76763,-31.83799,7.600000E+02
275,116.76763,-31.84248,7.600000E+02
276,116.76764,-31.84698,7.600000E+02
277,116.76764,-31.85148,7.600000E+02
278,116.76764,-31.85597,7.600000E+02
279,116.76764,-31.86047,7.600000E+02
280,116.76765,-31.86497,7.600000E+02
281,116.76765,-31.86946,7.600000E+02
282,116.76765,-31.87396,7.600000E+02
283,116.76765,-31.87846,7.600000E+02
284,116.76766,-31.88295,7.600000E+02
285,116.76766,-31.88745,7.600000E+02
286,116.76766,-31.89195,7.600000E+02
287,116.76766,-31.89644,7.600000E+02
288,116.76767,-31.90094,7.600000E+02
289,116.76767,-31.90544,7.600000E+02
290,116.76767,-31.90993,7.600000E+02
291,116.76767,-31.91443,7.600000E+02
292,116.76768,-31.91893,7.600000E+02
293,116.76768,-31.92342,7.600000E+02
294,116.76768,-31.92792,7.600000E+02
295,116.76768,-31.93242,7.600000E+02
296,116.76769,-31.93691,7.600000E+02
297,116.76769,-31.94141,7.600000E+02
298,116.76769,-31.94591,7.600000E+02
299,116.76769,-31.95040,7.600000E+02
300,116.77291,-31.82000,7.600000E+02
301,116.77291,-31.82450,7.600000E+02
302,116.77292,-31.82899,7.600000E+02
303,116.77292,-31.83349,7.600000E+02
304,116.77292,-31.83799,7.600000E+02
305,116.77293,-31.84248,7.600000E+02
306,116.77293,-31.84698,7.600000E+02
307,116.77293,-31.85148,7.600000E+02
308,116.77293,-31.85597,7.600000E+02
309,116.77294,-31.86047,7.600000E+02
310,116.77294,-31.86497,7.600000E+02
311,116.77294,-31.86946,7.600000E+02
312,116.77295,-31.87396,7.600000E+02
313,116.77295,-31.87846,7.600000E+02
314,116.77295,-31.88295,7.600000E+02
315,116.77295,-31.88745,7.600000E+02
316,116.77296,-31.89195,7.600000E+02
317,116.77296,-31.89644,7.600000E+02
318,116.77296,-31.90094,7.600000E+02
319,116.77297,-31.90544,7.600000E+02
320,116.77297,-31.90993,7.600000E+02
321,116.77297,-31.91443,7.600000E+02
322,116.77297,-31.91893,7.600000E+02
323,116.77298,-31.92342,7.600000E+02
324,116.77298,-31.92792,7.600000E+02
325,116.77298,-31.93242,7.600000E+02
326,116.77299,-31.93691,7.600000E+02
327,116.77299,-31.94141,7.600000E+02
328,116.77299,-31.94591,7.600000E+02
329,116.77299,-31.95040,7.600000E+02
330,116.77820,-31.82000,7.600000E+02
331,116.77821,-31.82450,7.600000E+02
332,116.77821,-31.82899,7.600000E+02
333,116.77821,-31.83349,7.600000E+02
334,116.77822,-31.83799,7.600000E+02
335,116.77822,-31.84248,7.600000E+02
336,116.77822,-31.84698,7.600000E+02
337,116.77823,-31.85148,7.600000E+02
338,116.77823,-31.85597,7.600000E+02
339,116.77823,-31.86047,7.600000E+02
340,116.77823,-31.86497,7.600000E+02
341,116.77824,-31.86946,7.600000E+02
342,116.77824,-31.87396,7.600000E+02
343,116.77824,-31.87846,7.600000E+02
344,116.77825,-31.88295,7.600000E+02
345,116.77825,-31.88745,7.600000E+02
346,116.77825,-31.89195,7.600000E+02
347,116.77826,-31.89644,7.600000E+02
348,116.77826,-31.90094,7.600000E+02
349,116.77826,-31.90544,7.600000E+02
350,116.77827,-31.90993,7.600000E+02
351,116.77827,-31.91443,7.600000E+02
352,116.77827,-31.91893,7.600000E+02
353,116.77828,-31.92342,7.600000E+02
354,116.77828,-31.92792,7.600000E+02
355,116.77828,-31.93242,7.600000E+02
356,116.77828,-31.93691,7.600000E+02
357,116.77829,-31.94141,7.600000E+02
358,116.77829,-31.94591,7.600000E+02
359,116.77829,-31.95040,7.600000E+02
360,116.78350,-31.82000,7.600000E+02
361,116.78350,-31.82450,7.600000E+02
362,116.78350,-31.82899,7.600000E+02
363,116.78351,-31.83349,7.600000E+02
364,116.78351,-31.83799,7.600000E+02
365,116.78351,-31.84248,7.600000E+02
366,116.78352,-31.84698,7.600000E+02
367,116.78352,-31.85148,7.600000E+02
368,116.78352,-31.85597,7.600000E+02
369,116.78353,-31.86047,7.600000E+02
370,116.78353,-31.86497,7.600000E+02
371,116.78353,-31.86946,7.600000E+02
372,116.78354,-31.87396,7.600000E+02
373,116.78354,-31.87846,7.600000E+02
374,116.78354,-31.88295,7.600000E+02
375,116.78355,-31.88745,7.600000E+02
376,116.78355,-31.89195,7.600000E+02
377,116.78355,-31.89644,7.600000E+02
378,116.78356,-31.90094,7.600000E+02
379,116.78356,-31.90544,7.600000E+02
380,116.78356,-31.90993,7.600000E+02
381,116.78357,-31.91443,7.600000E+02
382,116.78357,-31.91893,7.600000E+02
383,116.78357,-31.92342,7.600000E+02
384,116.78358,-31.92792,7.600000E+02
385,116.78358,-31.93242,7.600000E+02
386,116.78358,-31.93691,7.600000E+02
387,116.78359,-31.94141,7.600000E+02
388,116.78359,-31.94591,7.600000E+02
389,116.78359,-31.95040,7.600000E+02
390,116.78879,-31.82000,7.600000E+02
391,116.78879,-31.82450,7.600000E+02
392,116.78879,-31.82899,7.600000E+02
393,116.78880,-31.83349,7.600000E+02
394,116.78880,-31.83799,7.600000E+02
395,116.78881,-31.84248,7.600000E+02
396,116.78881,-31.84698,7.600000E+02
397,116.78881,-31.85148,7.600000E+02
398,116.78882,-31.85597,7.600000E+02
399,116.78882,-31.86047,7.600000E+02
400,116.78882,-31.86497,7.600000E+02
401,116.78883,-31.86946,7.600000E+02
402,116.78883,-31.87396,7.600000E+02
403,116.78883,-31.87846,7.600000E+02
404,116.78884,-31.88295,7.600000E+02
405,116.78884,-31.88745,7.600000E+02
406,116.78885,-31.89195,7.600000E+02
407,116.78885,-31.89644,7.600000E+02
408,116.78885,-31.90094,7.600000E+02
409,116.78886,-31.90544,7.600000E+02
410,116.78886,-31.90993,7.600000E+02
411,116.78886,-31.91443,7.600000E+02
412,116.78887,-31.91893,7.600000E+02
413,116.78887,-31.92342,7.600000E+02
414,116.78887,-31.92792,7.600000E+02
415,116.78888,-31.93242,7.600000E+02
416,116.78888,-31.93691,7.600000E+02
417,116.78889,-31.94141,7.600000E+02
418,116.78889,-31.94591,7.600000E+02
419,116.78889,-31.95040,7.600000E+02
420,116.79408,-31.82000,7.600000E+02
421,116.79408,-31.82450,7.600000E+02
422,116.79409,-31.82899,7.600000E+02
423,116.79409,-31.83349,7.600000E+02
424,116.79410,-31.83799,7.600000E+02
425,116.79410,-31.84248,7.600000E+02
426,116.79410,-31.84698,7.600000E+02
427,116.79411,-31.85148,7.600000E+02
428,116.79411,-31.85597,7.600000E+02
429,116.79411,-31.86047,7.600000E+02
430,116.79412,-31.86497,7.600000E+02
431,116.79412,-31.86946,7.600000E+02
432,116.79413,-31.87396,7.600000E+02
433,116.79413,-31.87846,7.600000E+02
434,116.79413,-31.88295,7.600000E+02
435,116.79414,-31.88745,7.600000E+02
436,116.79414,-31.89195,7.600000E+02
437,116.79415,-31.89644,7.600000E+02
438,116.79415,-31.90094,7.600000E+02
439,116.79415,-31.90544,7.600000E+02
440,116.79416,-31.90993,7.600000E+02
441,116.79416,-31.91443,7.600000E+02
442,116.79416,-31.91893,7.600000E+02
443,116.79417,-31.92342,7.600000E+02
444,116.79417,-31.92792,7.600000E+02
445,116.79418,-31.93242,7.600000E+02
446,116.79418,-31.93691,7.600000E+02
447,116.79418,-31.94141,7.600000E+02
448,116.79419,-31.94591,7.600000E+02
449,116.79419,-31.95040,7.600000E+02
450,116.79937,-31.82000,7.600000E+02
451,116.79938,-31.82450,7.600000E+02
452,116.79938,-31.82899,7.600000E+02
453,116.79938,-31.83349,7.600000E+02
454,116.79939,-31.83799,7.600000E+02
455,116.79939,-31.84248,7.600000E+02
456,116.79940,-31.84698,7.600000E+02
457,116.79940,-31.85148,7.600000E+02
458,116.79940,-31.85597,7.600000E+02
459,116.79941,-31.86047,7.600000E+02
460,116.79941,-31.86497,7.600000E+02
461,116.79942,-31.86946,7.600000E+02
462,116.79942,-31.87396,7.600000E+02
463,116.79943,-31.87846,7.600000E+02
464,116.79943,-31.88295,7.600000E+02
465,116.79943,-31.88745,7.600000E+02
466,116.79944,-31.89195,7.600000E+02
467,116.79944,-31.89644,7.600000E+02
468,116.79945,-31.90094,7.600000E+02
469,116.79945,-31.90544,7.600000E+02
470,116.79945,-31.90993,7.600000E+02
471,116.79946,-31.91443,7.600000E+02
472,116.79946,-31.91893,7.600000E+02
473,116.79947,-31.92342,7.600000E+02
474,116.79947,-31.92792,7.600000E+02
475,116.79948,-31.93242,7.600000E+02
476,116.79948,-31.93691,7.600000E+02
477,116.79948,-31.94141,7.600000E+02
478,116.79949,-31.94591,7.600000E+02
479,116.79949,-31.95040,7.600000E+02
480,116.80466,-31.82000,7.600000E+02
481,116.80467,-31.82450,7.600000E+02
482,116.80467,-31.82899,7.600000E+02
483,116.80468,-31.83349,7.600000E+02
484,116.80468,-31.83799,7.600000E+02
485,116.80469,-31.84248,7.600000E+02
486,116.80469,-31.84698,7.600000E+02
487,116.80469,-31.85148,7.600000E+02
488,116.80470,-31.85597,7.600000E+02
489,116.80470,-31.86047,7.600000E+02
490,116.80471,-31.86497,7.600000E+02
491,116.80471,-31.86946,7.600000E+02
492,116.80472,-31.87396,7.600000E+02
493,116.80472,-31.87846,7.600000E+02
494,116.80473,-31.88295,7.600000E+02
495,116.80473,-31.88745,7.600000E+02
496,116.80473,-31.89195,7.600000E+02
497,116.80474,-31.89644,7.600000E+02
498,116.80474,-31.90094,7.600000E+02
499,116.80475,-31.90544,7.600000E+02
500,116.80475,-31.90993,7.600000E+02
501,116.80476,-31.91443,7.600000E+02
502,116.80476,-31.91893,7.600000E+02
503,116.80476,-31.92342,7.600000E+02
504,116.80477,-31.92792,7.600000E+02
505,116.80477,-31.93242,7.600000E+02
506,116.80478,-31.93691,7.600000E+02
507,116.80478,-31.94141,7.600000E+02
508,116.80479,-31.94591,7.600000E+02
509,116.80479,-31.95040,7.600000E+02
510,116.80996,-31.82000,7.600000E+02
511,116.80996,-31.82450,7.600000E+02
512,116.80996,-31.82899,7.600000E+02
513,116.80997,-31.83349,7.600000E+02
514,116.80997,-31.83799,7.600000E+02
515,116.80998,-31.84248,7.600000E+02
516,116.80998,-31.84698,7.600000E+02
517,116.80999,-31.85148,7.600000E+02
518,116.80999,-31.85597,7.600000E+02
519,116.81000,-31.86047,7.600000E+02
520,116.81000,-31.86497,7.600000E+02
521,116.81001,-31.86946,7.600000E+02
522,116.81001,-31.87396,7.600000E+02
523,116.81002,-31.87846,7.600000E+02
524,116.81002,-31.88295,7.600000E+02
525,116.81003,-31.88745,7.600000E+02
526,116.81003,-31.89195,7.600000E+02
527,116.81003,-31.89644,7.600000E+02
528,116.81004,-31.90094,7.600000E+02
529,116.81004,-31.90544,7.600000E+02
530,116.81005,-31.90993,7.600000E+02
531,116.81005,-31.91443,7.600000E+02
532,116.81006,-31.91893,7.600000E+02
533,116.81006,-31.92342,7.600000E+02
534,116.81007,-31.92792,7.600000E+02
535,116.81007,-31.93242,7.600000E+02
536,116.81008,-31.93691,7.600000E+02
537,116.81008,-31.94141,7.600000E+02
538,116.81009,-31.94591,7.600000E+02
539,116.81009,-31.95040,7.600000E+02
540,116.81525,-31.82000,7.600000E+02
541,116.81525,-31.82450,7.600000E+02
542,116.81526,-31.82899,7.600000E+02
543,116.81526,-31.83349,7.600000E+02
544,116.81527,-31.83799,7.600000E+02
545,116.81527,-31.84248,7.600000E+02
546,116.81528,-31.84698,7.600000E+02
547,116.81528,-31.85148,7.600000E+02
548,116.81529,-31.85597,7.600000E+02
549,116.81529,-31.86047,7.600000E+02
550,116.81530,-31.86497,7.600000E+02
551,116.81530,-31.86946,7.600000E+02
552,116.81531,-31.87396,7.600000E+02
553,116.81531,-31.87846,7.600000E+02
554,116.81532,-31.88295,7.600000E+02
555,116.81532,-31.88745,7.600000E+02
556,116.81533,-31.89195,7.600000E+02
557,116.81533,-31.89644,7.600000E+02
558,116.81534,-31.90094,7.600000E+02
559,116.81534,-31.90544,7.600000E+02
560,116.81535,-31.90993,7.600000E+02
561,116.81535,-31.91443,7.600000E+02
562,116.81536,-31.91893,7.600000E+02
563,116.81536,-31.92342,7.600000E+02
564,116.81537,-31.92792,7.600000E+02
565,116.81537,-31.93242,7.600000E+02
566,116.81538,-31.93691,7.600000E+02
567,116.81538,-31.94141,7.600000E+02
568,116.81538,-31.94591,7.600000E+02
569,116.81539,-31.95040,7.600000E+02
570,116.82054,-31.82000,7.600000E+02
571,116.82054,-31.82450,7.600000E+02
572,116.82055,-31.82899,7.600000E+02
573,116.82055,-31.83349,7.600000E+02
574,116.82056,-31.83799,7.600000E+02
575,116.82057,-31.84248,7.600000E+02
576,116.82057,-31.84698,7.600000E+02
577,116.82058,-31.85148,7.600000E+02
578,116.82058,-31.85597,7.600000E+02
579,116.82059,-31.86047,7.600000E+02
580,116.82059,-31.86497,7.600000E+02
581,116.82060,-31.86946,7.600000E+02
582,116.82060,-31.87396,7.600000E+02
583,116.82061,-31.87846,7.600000E+02
584,116.82061,-31.88295,7.600000E+02
585,116.82062,-31.88745,7.600000E+02
586,116.82062,-31.89195,7.600000E+02
587,116.82063,-31.89644,7.600000E+02
588,116.82063,-31.90094,7.600000E+02
589,116.82064,-31.90544,7.600000E+02
590,116.82064,-31.90993,7.600000E+02
591,116.82065,-31.91443,7.600000E+02
592,116.82065,-31.91893,7.600000E+02
593,116.82066,-31.92342,7.600000E+02
594,116.82066,-31.92792,7.600000E+02
595,116.82067,-31.93242,7.600000E+02
596,116.82067,-31.93691,7.600000E+02
597,116.82068,-31.94141,7.600000E+02
598,116.82068,-31.94591,7.600000E+02
599,116.82069,-31.95040,7.600000E+02
