RETURN PERIODS,,,100,250,475,500,800,1000,1500,2000,2475,2500,3000,5000
ANN_PROBABILITY,LON,LAT,P0.010000,P0.004000,P0.002105,P0.002000,P0.001250,P0.001000,P0.000667,P0.000500,P0.000404,P0.000400,P0.000333,P0.000200
Denham,113.53,-25.93,8.3155e-03,1.7594e-02,2.8366e-02,2.9417e-02,4.0903e-02,4.7599e-02,6.2250e-02,7.5031e-02,8.5717e-02,8.6257e-02,9.6666e-02,1.3157e-01
Carnarvon,113.66,-24.88,9.7729e-03,2.0488e-02,3.2786e-02,3.4004e-02,4.6935e-02,5.4464e-02,7.0602e-02,8.4283e-02,9.5941e-02,9.6529e-02,1.0761e-01,1.4462e-01
Exmouth,114.13,-21.93,1.0607e-02,2.4270e-02,4.0876e-02,4.2531e-02,6.0830e-02,7.1809e-02,9.6223e-02,1.1789e-01,1.3683e-01,1.3780e-01,1.5620e-01,2.2047e-01
Geraldton,114.61,-28.78,6.3671e-03,1.4365e-02,2.3885e-02,2.4848e-02,3.5206e-02,4.1269e-02,5.4665e-02,6.6165e-02,7.6095e-02,7.6579e-02,8.5911e-02,1.1773e-01
Margaret River,115.05,-33.97,4.2275e-03,9.1352e-03,1.4617e-02,1.5151e-02,2.0978e-02,2.4397e-02,3.1954e-02,3.8601e-02,4.4268e-02,4.4555e-02,5.0095e-02,6.9032e-02
Onslow,115.11,-21.64,9.5034e-03,2.1071e-02,3.5233e-02,3.6686e-02,5.2608e-02,6.2107e-02,8.3614e-02,1.0285e-01,1.1919e-01,1.2003e-01,1.3616e-01,1.9129e-01
Busselton,115.35,-33.65,5.2092e-03,1.0791e-02,1.6766e-02,1.7344e-02,2.3414e-02,2.6932e-02,3.4405e-02,4.0837e-02,4.6279e-02,4.6553e-02,5.1813e-02,6.9493e-02
Bunbury,115.66,-33.35,6.4005e-03,1.3217e-02,2.0520e-02,2.1208e-02,2.8594e-02,3.2737e-02,4.1629e-02,4.9114e-02,5.5388e-02,5.5695e-02,6.1565e-02,8.1254e-02
Perth,115.86,-31.95,8.8902e-03,1.7604e-02,2.6922e-02,2.7787e-02,3.7128e-02,4.2350e-02,5.3688e-02,6.3142e-02,7.1204e-02,7.1608e-02,7.9198e-02,1.0474e-01
Northam,116.66,-31.65,1.5644e-02,3.4899e-02,5.9059e-02,6.1524e-02,8.8937e-02,1.0554e-01,1.4260e-01,1.7495e-01,2.0342e-01,2.0479e-01,2.3128e-01,3.2189e-01
Wongan Hills,116.71,-30.90,1.9614e-02,4.5268e-02,7.6991e-02,8.0167e-02,1.1555e-01,1.3681e-01,1.8380e-01,2.2480e-01,2.5989e-01,2.6167e-01,2.9535e-01,4.0704e-01
Dampier,116.71,-20.66,9.3614e-03,2.0857e-02,3.4915e-02,3.6353e-02,5.1922e-02,6.1096e-02,8.1732e-02,1.0002e-01,1.1573e-01,1.1652e-01,1.3191e-01,1.8530e-01
York,116.76,-31.88,1.5755e-02,3.5960e-02,6.1751e-02,6.4414e-02,9.4084e-02,1.1204e-01,1.5257e-01,1.8828e-01,2.1882e-01,2.2032e-01,2.4947e-01,3.4658e-01
Ballidu,116.76,-30.60,2.0643e-02,5.0115e-02,8.7790e-02,9.1680e-02,1.3500e-01,1.6110e-01,2.1950e-01,2.7019e-01,3.1175e-01,3.1378e-01,3.5307e-01,4.7870e-01
Goomalling,116.83,-31.30,1.8091e-02,3.9963e-02,6.6546e-02,6.9264e-02,9.9016e-02,1.1669e-01,1.5635e-01,1.9122e-01,2.2110e-01,2.2259e-01,2.5148e-01,3.5019e-01
Karratha,116.85,-20.73,8.8618e-03,1.9278e-02,3.1603e-02,3.2841e-02,4.6355e-02,5.4421e-02,7.2355e-02,8.8207e-02,1.0212e-01,1.0282e-01,1.1627e-01,1.6355e-01
Meckering,117.01,-31.63,1.7418e-02,3.8392e-02,6.3942e-02,6.6550e-02,9.5221e-02,1.1232e-01,1.5054e-01,1.8374e-01,2.1243e-01,2.1383e-01,2.4099e-01,3.3338e-01
Dowerin,117.03,-31.20,1.9737e-02,4.3814e-02,7.2734e-02,7.5617e-02,1.0727e-01,1.2597e-01,1.6774e-01,2.0466e-01,2.3561e-01,2.3718e-01,2.6755e-01,3.6880e-01
Quairading,117.40,-32.01,1.7080e-02,3.8811e-02,6.5972e-02,6.8767e-02,9.9320e-02,1.1739e-01,1.5789e-01,1.9339e-01,2.2329e-01,2.2478e-01,2.5353e-01,3.4890e-01
Wickepin,117.50,-32.78,1.4140e-02,3.1378e-02,5.2883e-02,5.5067e-02,7.9644e-02,9.4574e-02,1.2825e-01,1.5829e-01,1.8432e-01,1.8565e-01,2.1115e-01,2.9922e-01
Kellerberrin,117.71,-31.63,1.7099e-02,3.7506e-02,6.2453e-02,6.4993e-02,9.2788e-02,1.0929e-01,1.4577e-01,1.7684e-01,2.0399e-01,2.0528e-01,2.3018e-01,3.1456e-01
Albany,117.88,-35.02,5.2244e-03,1.1568e-02,1.8782e-02,1.9494e-02,2.7149e-02,3.1621e-02,4.1636e-02,5.0497e-02,5.8216e-02,5.8608e-02,6.6177e-02,9.3006e-02
Port Hedland,118.61,-20.31,1.0274e-02,2.2312e-02,3.7193e-02,3.8709e-02,5.5653e-02,6.5950e-02,8.9458e-02,1.1072e-01,1.2938e-01,1.3033e-01,1.4878e-01,2.1310e-01
Newman,119.73,-23.36,5.1421e-03,1.1411e-02,1.8605e-02,1.9326e-02,2.7100e-02,3.1723e-02,4.2199e-02,5.1620e-02,5.9918e-02,6.0340e-02,6.8545e-02,9.7894e-02
Marble Bar,119.75,-21.16,1.1142e-02,2.4605e-02,4.1105e-02,4.2782e-02,6.1547e-02,7.3018e-02,9.9083e-02,1.2251e-01,1.4327e-01,1.4433e-01,1.6439e-01,2.3556e-01
Coolgardie,121.16,-30.95,8.1198e-03,2.3340e-02,4.6233e-02,4.8703e-02,7.6130e-02,9.2585e-02,1.2995e-01,1.6309e-01,1.9193e-01,1.9341e-01,2.2087e-01,3.1448e-01
Kalgoorlie,121.46,-30.75,8.5354e-03,3.1064e-02,8.3348e-02,8.9918e-02,1.7133e-01,2.2482e-01,3.4705e-01,4.5167e-01,5.4045e-01,5.4505e-01,6.1968e-01,8.5896e-01
Esperance,121.88,-33.86,4.5407e-03,1.0231e-02,1.6643e-02,1.7281e-02,2.4171e-02,2.8250e-02,3.7305e-02,4.5273e-02,5.2247e-02,5.2601e-02,5.9378e-02,8.3332e-02
Broome,122.23,-17.95,1.3585e-02,2.7917e-02,4.4825e-02,4.6525e-02,6.5156e-02,7.6307e-02,1.0122e-01,1.2314e-01,1.4234e-01,1.4331e-01,1.6171e-01,2.2573e-01
Derby,123.63,-17.31,1.3194e-02,2.6442e-02,4.2073e-02,4.3638e-02,6.0792e-02,7.1018e-02,9.3616e-02,1.1347e-01,1.3058e-01,1.3144e-01,1.4811e-01,2.0501e-01
Wyndham,128.11,-15.48,1.0366e-02,1.7961e-02,2.6378e-02,2.7219e-02,3.6610e-02,4.2394e-02,5.5579e-02,6.7706e-02,7.8411e-02,7.8959e-02,8.9591e-02,1.2743e-01
Kununurra,128.74,-15.77,1.0132e-02,1.8361e-02,2.7879e-02,2.8851e-02,3.9552e-02,4.6105e-02,6.1076e-02,7.4699e-02,8.6788e-02,8.7404e-02,9.9372e-02,1.4209e-01
Darwin,130.83,-12.45,1.5116e-02,2.3601e-02,3.0902e-02,3.1547e-02,3.8129e-02,4.1762e-02,4.9274e-02,5.5729e-02,6.1399e-02,6.1681e-02,6.7013e-02,8.6724e-02
Yulara,130.97,-25.21,7.7243e-03,1.7381e-02,2.9019e-02,3.0191e-02,4.3243e-02,5.1153e-02,6.8994e-02,8.5013e-02,9.9129e-02,9.9850e-02,1.1361e-01,1.6219e-01
Uluru,131.01,-25.28,7.8748e-03,1.7848e-02,2.9902e-02,3.1123e-02,4.4715e-02,5.2988e-02,7.1676e-02,8.8455e-02,1.0331e-01,1.0405e-01,1.1844e-01,1.6923e-01
Alice Springs,133.88,-23.70,2.5013e-03,6.1835e-03,1.0422e-02,1.0836e-02,1.5415e-02,1.8142e-02,2.4248e-02,2.9724e-02,3.4530e-02,3.4775e-02,3.9524e-02,5.6527e-02
Tennant Creek,134.18,-19.65,1.3771e-03,5.3085e-03,1.1350e-02,1.2026e-02,2.0087e-02,2.5353e-02,3.8086e-02,5.0088e-02,6.0896e-02,6.1453e-02,7.2479e-02,1.1205e-01
Port Lincoln,135.86,-34.73,3.9470e-03,9.6762e-03,1.6681e-02,1.7401e-02,2.5375e-02,3.0204e-02,4.1242e-02,5.1253e-02,6.0031e-02,6.0478e-02,6.9201e-02,1.0019e-01
Kimba,136.42,-33.14,4.7448e-03,1.0858e-02,1.8358e-02,1.9129e-02,2.7405e-02,3.2286e-02,4.3276e-02,5.3075e-02,6.1545e-02,6.1976e-02,7.0346e-02,9.9920e-02
Woomera,136.82,-31.22,3.6704e-03,7.1570e-03,1.0792e-02,1.1139e-02,1.4857e-02,1.6991e-02,2.1663e-02,2.5722e-02,2.9227e-02,2.9404e-02,3.2808e-02,4.4718e-02
Olympic Dam,136.88,-30.45,3.7039e-03,7.4125e-03,1.1386e-02,1.1771e-02,1.5897e-02,1.8296e-02,2.3563e-02,2.8186e-02,3.2186e-02,3.2388e-02,3.6283e-02,4.9991e-02
Whyalla,137.56,-33.03,7.4114e-03,1.4485e-02,2.2095e-02,2.2831e-02,3.0690e-02,3.5231e-02,4.5099e-02,5.3673e-02,6.0984e-02,6.1352e-02,6.8436e-02,9.2878e-02
Port Augusta,137.76,-32.48,8.8482e-03,1.8425e-02,2.9558e-02,3.0662e-02,4.2728e-02,4.9868e-02,6.5554e-02,7.9293e-02,9.1023e-02,9.1618e-02,1.0309e-01,1.4176e-01
Port Pirie,138.01,-33.20,1.0087e-02,2.1481e-02,3.4782e-02,3.6119e-02,5.0417e-02,5.8748e-02,7.7148e-02,9.2910e-02,1.0644e-01,1.0710e-01,1.1978e-01,1.6288e-01
Hawker,138.42,-31.89,1.3368e-02,2.9139e-02,4.6776e-02,4.8507e-02,6.6462e-02,7.6726e-02,9.8240e-02,1.1602e-01,1.3092e-01,1.3167e-01,1.4594e-01,1.9127e-01
Leigh Creek,138.47,-30.54,9.2300e-03,2.1063e-02,3.4749e-02,3.6118e-02,5.0414e-02,5.8560e-02,7.6304e-02,9.1097e-02,1.0382e-01,1.0442e-01,1.1594e-01,1.5472e-01
Gawler,138.49,-34.37,8.6142e-03,1.9908e-02,3.3678e-02,3.5085e-02,5.0385e-02,5.9452e-02,7.9775e-02,9.7661e-02,1.1289e-01,1.1365e-01,1.2836e-01,1.7801e-01
Adelaide,138.60,-34.93,7.4345e-03,1.9280e-02,3.4825e-02,3.6454e-02,5.4017e-02,6.4362e-02,8.7652e-02,1.0832e-01,1.2607e-01,1.2698e-01,1.4458e-01,2.0508e-01
Jamestown,138.60,-33.21,1.3010e-02,2.8926e-02,4.6754e-02,4.8503e-02,6.6493e-02,7.6712e-02,9.7896e-02,1.1525e-01,1.2966e-01,1.3038e-01,1.4421e-01,1.8742e-01
Peterborough,138.84,-32.97,1.2395e-02,2.6512e-02,4.1925e-02,4.3401e-02,5.9101e-02,6.8013e-02,8.6829e-02,1.0288e-01,1.1575e-01,1.1640e-01,1.2874e-01,1.6909e-01
Robe,139.76,-37.01,3.9841e-03,9.6090e-03,1.6158e-02,1.6813e-02,2.3909e-02,2.8099e-02,3.7271e-02,4.5089e-02,5.1901e-02,5.2247e-02,5.8567e-02,8.0138e-02
Mount Gambier,140.78,-37.83,5.1464e-03,1.2708e-02,2.1836e-02,2.2748e-02,3.2701e-02,3.8602e-02,5.1373e-02,6.2187e-02,7.1550e-02,7.2025e-02,8.0676e-02,1.0983e-01
Broken Hill,141.46,-31.96,2.1733e-03,5.5243e-03,1.0281e-02,1.0805e-02,1.7042e-02,2.1127e-02,3.1000e-02,4.0358e-02,4.8751e-02,4.9187e-02,5.7501e-02,8.7001e-02
Warrnambool,142.48,-38.38,5.5162e-03,1.3324e-02,2.2560e-02,2.3479e-02,3.3323e-02,3.9072e-02,5.1433e-02,6.1866e-02,7.0859e-02,7.1314e-02,7.9744e-02,1.0821e-01
Ballarat,143.86,-37.56,5.7244e-03,1.2963e-02,2.1448e-02,2.2281e-02,3.1270e-02,3.6518e-02,4.7598e-02,5.7046e-02,6.4912e-02,6.5308e-02,7.2940e-02,9.7675e-02
Lorne,143.98,-38.53,7.7114e-03,1.8533e-02,3.2281e-02,3.3694e-02,4.9111e-02,5.8152e-02,7.8048e-02,9.5017e-02,1.0942e-01,1.1012e-01,1.2364e-01,1.6915e-01
Bendigo,144.28,-36.75,5.1294e-03,1.1233e-02,1.8248e-02,1.8954e-02,2.6464e-02,3.0874e-02,4.0750e-02,4.9476e-02,5.7044e-02,5.7425e-02,6.4801e-02,9.0575e-02
Geelong,144.35,-38.15,7.8922e-03,1.8578e-02,3.1637e-02,3.2965e-02,4.7691e-02,5.6657e-02,7.7233e-02,9.6102e-02,1.1293e-01,1.1379e-01,1.3060e-01,1.9120e-01
Melbourne,144.96,-37.81,8.2388e-03,1.8450e-02,2.9645e-02,3.0705e-02,4.1980e-02,4.8337e-02,6.1719e-02,7.3092e-02,8.2268e-02,8.2726e-02,9.1489e-02,1.2023e-01
Frankston,145.13,-38.14,9.7079e-03,2.2204e-02,3.6444e-02,3.7856e-02,5.2698e-02,6.1227e-02,8.0224e-02,9.6832e-02,1.1123e-01,1.1196e-01,1.2599e-01,1.7553e-01
Shepparton,145.40,-36.38,5.4763e-03,1.1724e-02,1.8731e-02,1.9417e-02,2.6649e-02,3.0740e-02,3.9697e-02,4.7257e-02,5.3719e-02,5.4031e-02,6.0026e-02,8.0277e-02
Pakenham,145.49,-38.08,1.0442e-02,2.4505e-02,4.0269e-02,4.1746e-02,5.7588e-02,6.6451e-02,8.5118e-02,1.0085e-01,1.1346e-01,1.1409e-01,1.2601e-01,1.6496e-01
Cairns,145.76,-16.91,3.4481e-03,6.9590e-03,1.0937e-02,1.1337e-02,1.5752e-02,1.8412e-02,2.4416e-02,2.9774e-02,3.4448e-02,3.4685e-02,3.9239e-02,5.4939e-02
Burnie,145.90,-41.05,3.9495e-03,8.8191e-03,1.4361e-02,1.4897e-02,2.0776e-02,2.4203e-02,3.1716e-02,3.8274e-02,4.3755e-02,4.4032e-02,4.9374e-02,6.7235e-02
Leongatha,145.92,-38.52,1.3465e-02,3.8315e-02,6.8577e-02,7.1650e-02,1.0292e-01,1.1998e-01,1.5724e-01,1.8819e-01,2.1402e-01,2.1526e-01,2.3908e-01,3.1824e-01
Warragul,145.93,-38.17,1.2392e-02,3.2723e-02,5.7262e-02,5.9656e-02,8.5911e-02,1.0149e-01,1.3532e-01,1.6489e-01,1.9047e-01,1.9177e-01,2.1635e-01,3.0050e-01
Wangaratta,146.31,-36.36,6.1144e-03,1.3160e-02,2.1138e-02,2.1916e-02,3.0352e-02,3.5264e-02,4.5846e-02,5.4976e-02,6.2549e-02,6.2931e-02,7.0279e-02,9.4352e-02
Morwell,146.40,-38.23,1.3413e-02,4.1660e-02,7.8559e-02,8.2129e-02,1.2143e-01,1.4481e-01,1.9454e-01,2.3724e-01,2.7424e-01,2.7612e-01,3.1091e-01,4.3000e-01
Heyfield,146.79,-37.98,1.0753e-02,2.8345e-02,5.0451e-02,5.2726e-02,7.5950e-02,8.9066e-02,1.1762e-01,1.4211e-01,1.6209e-01,1.6309e-01,1.8229e-01,2.4554e-01
Townsville,146.80,-19.26,1.0402e-03,3.1035e-03,5.5139e-03,5.7495e-03,8.3299e-03,9.8667e-03,1.3210e-02,1.6130e-02,1.8679e-02,1.8809e-02,2.1245e-02,2.9717e-02
Albury,146.90,-36.06,6.4507e-03,1.3765e-02,2.1897e-02,2.2694e-02,3.1268e-02,3.6278e-02,4.7083e-02,5.6430e-02,6.4316e-02,6.4714e-02,7.2377e-02,9.7846e-02
Sale,147.07,-38.11,1.0231e-02,2.6181e-02,4.6095e-02,4.8127e-02,7.0206e-02,8.3262e-02,1.1255e-01,1.3847e-01,1.6073e-01,1.6185e-01,1.8357e-01,2.5866e-01
Launceston,147.13,-41.43,2.7571e-03,6.4987e-03,1.0792e-02,1.1213e-02,1.5814e-02,1.8534e-02,2.4462e-02,2.9626e-02,3.4039e-02,3.4263e-02,3.8540e-02,5.2952e-02
Hobart,147.33,-42.88,2.2134e-03,6.2923e-03,1.0981e-02,1.1443e-02,1.6466e-02,1.9443e-02,2.5850e-02,3.1337e-02,3.6077e-02,3.6318e-02,4.0767e-02,5.5841e-02
Wagga Wagga,147.35,-35.13,7.4160e-03,1.5332e-02,2.3978e-02,2.4822e-02,3.3582e-02,3.8605e-02,4.9091e-02,5.7849e-02,6.5110e-02,6.5474e-02,7.2445e-02,9.4629e-02
Dubbo,148.60,-32.25,3.9911e-03,9.1555e-03,1.5363e-02,1.5985e-02,2.2818e-02,2.6912e-02,3.5782e-02,4.3425e-02,5.0017e-02,5.0352e-02,5.6559e-02,7.7446e-02
Orange,149.10,-33.28,7.9730e-03,1.7142e-02,2.7667e-02,2.8677e-02,3.9715e-02,4.6048e-02,5.9835e-02,7.1696e-02,8.1502e-02,8.1990e-02,9.1371e-02,1.2243e-01
Cooma,149.13,-36.23,9.0496e-03,2.2246e-02,3.7474e-02,3.8866e-02,5.3990e-02,6.2225e-02,7.9898e-02,9.4361e-02,1.0642e-01,1.0699e-01,1.1786e-01,1.5384e-01
Canberra,149.13,-35.30,1.1829e-02,2.7806e-02,4.7578e-02,4.9601e-02,7.1158e-02,8.3473e-02,1.1032e-01,1.3276e-01,1.5160e-01,1.5250e-01,1.6966e-01,2.2620e-01
Mackay,149.16,-21.15,7.2450e-04,2.4549e-03,4.7977e-03,5.0399e-03,7.6045e-03,9.1615e-03,1.2685e-02,1.5842e-02,1.8631e-02,1.8774e-02,2.1467e-02,3.0978e-02
Bathurst,149.58,-33.41,7.7208e-03,1.5723e-02,2.4494e-02,2.5354e-02,3.4363e-02,3.9549e-02,5.0674e-02,6.0041e-02,6.7989e-02,6.8388e-02,7.5955e-02,1.0090e-01
Goulburn,149.71,-34.75,1.1418e-02,2.6084e-02,4.3275e-02,4.4964e-02,6.2881e-02,7.3291e-02,9.4568e-02,1.1233e-01,1.2689e-01,1.2763e-01,1.4166e-01,1.8557e-01
Katoomba,150.31,-33.71,7.4297e-03,1.5603e-02,2.5003e-02,2.5944e-02,3.5907e-02,4.1647e-02,5.4219e-02,6.4782e-02,7.3904e-02,7.4337e-02,8.2645e-02,1.1067e-01
Mittagong,150.45,-34.45,7.8385e-03,1.6544e-02,2.6342e-02,2.7297e-02,3.7439e-02,4.3162e-02,5.5698e-02,6.6252e-02,7.5259e-02,7.5693e-02,8.4015e-02,1.1201e-01
Rockhampton,150.50,-23.38,1.1697e-03,3.2317e-03,5.6249e-03,5.8613e-03,8.4587e-03,1.0015e-02,1.3475e-02,1.6541e-02,1.9246e-02,1.9381e-02,2.1995e-02,3.1232e-02
Camden,150.70,-34.06,7.1975e-03,1.5603e-02,2.5458e-02,2.6453e-02,3.6997e-02,4.3057e-02,5.6408e-02,6.7778e-02,7.7412e-02,7.7880e-02,8.6874e-02,1.1698e-01
Penrith,150.70,-33.75,6.8448e-03,1.4431e-02,2.3026e-02,2.3877e-02,3.3026e-02,3.8406e-02,5.0067e-02,6.0075e-02,6.8645e-02,6.9078e-02,7.7249e-02,1.0463e-01
Wollongong,150.90,-34.41,6.7970e-03,1.4971e-02,2.4377e-02,2.5316e-02,3.5189e-02,4.0855e-02,5.3168e-02,6.3367e-02,7.2164e-02,7.2608e-02,8.0653e-02,1.0762e-01
Tamworth,150.93,-31.08,2.9623e-03,6.8315e-03,1.1379e-02,1.1836e-02,1.6852e-02,1.9856e-02,2.6534e-02,3.2352e-02,3.7454e-02,3.7709e-02,4.2495e-02,5.9002e-02
Sydney,151.20,-33.86,6.0192e-03,1.3098e-02,2.1030e-02,2.1797e-02,3.0071e-02,3.4841e-02,4.5053e-02,5.3837e-02,6.1028e-02,6.1390e-02,6.8342e-02,9.1096e-02
Gladstone,151.25,-23.85,1.7517e-03,4.8619e-03,8.2768e-03,8.6155e-03,1.2272e-02,1.4430e-02,1.9200e-02,2.3359e-02,2.7009e-02,2.7190e-02,3.0701e-02,4.3074e-02
Gosford,151.35,-33.41,5.7137e-03,1.2711e-02,2.0770e-02,2.1557e-02,3.0128e-02,3.5131e-02,4.5930e-02,5.5255e-02,6.3004e-02,6.3396e-02,7.0929e-02,9.5597e-02
Maitland,151.55,-32.73,5.3504e-03,1.3447e-02,2.3292e-02,2.4286e-02,3.4879e-02,4.0985e-02,5.4264e-02,6.5380e-02,7.4973e-02,7.5431e-02,8.4229e-02,1.1400e-01
Newcastle,151.78,-32.93,5.0513e-03,1.2247e-02,2.0822e-02,2.1661e-02,3.0832e-02,3.6224e-02,4.7754e-02,5.7608e-02,6.5859e-02,6.6276e-02,7.4278e-02,9.9952e-02
Toowoomba,151.95,-27.56,1.5339e-03,4.2581e-03,7.4410e-03,7.7510e-03,1.1184e-02,1.3233e-02,1.7748e-02,2.1719e-02,2.5164e-02,2.5339e-02,2.8660e-02,4.0055e-02
Bundaberg,152.35,-24.86,2.6098e-03,6.9177e-03,1.1770e-02,1.2255e-02,1.7474e-02,2.0538e-02,2.7278e-02,3.3044e-02,3.8063e-02,3.8306e-02,4.2993e-02,5.9045e-02
Taree,152.45,-31.91,2.7438e-03,6.9316e-03,1.1977e-02,1.2494e-02,1.8144e-02,2.1503e-02,2.9042e-02,3.5686e-02,4.1369e-02,4.1654e-02,4.7167e-02,6.6010e-02
Wivenhoe,152.61,-27.41,1.4936e-03,4.6093e-03,8.5549e-03,8.9629e-03,1.3451e-02,1.6104e-02,2.2101e-02,2.7437e-02,3.1937e-02,3.2166e-02,3.6629e-02,5.1652e-02
Port Macquarie,152.91,-31.43,1.8748e-03,5.4719e-03,1.0335e-02,1.0838e-02,1.6557e-02,2.0059e-02,2.7886e-02,3.4759e-02,4.0699e-02,4.0993e-02,4.6715e-02,6.6370e-02
Grafton,152.93,-29.68,1.2955e-03,3.5974e-03,6.3057e-03,6.5782e-03,9.4908e-03,1.1183e-02,1.4946e-02,1.8224e-02,2.1010e-02,2.1149e-02,2.3834e-02,3.2972e-02
Brisbane,153.02,-27.47,1.3392e-03,4.2533e-03,7.9637e-03,8.3385e-03,1.2491e-02,1.4968e-02,2.0494e-02,2.5344e-02,2.9490e-02,2.9697e-02,3.3706e-02,4.7362e-02
Noosa,153.08,-26.40,1.6796e-03,5.0303e-03,8.9485e-03,9.3514e-03,1.3676e-02,1.6185e-02,2.1813e-02,2.6776e-02,3.0916e-02,3.1126e-02,3.5192e-02,4.8892e-02
Coffs Harbour,153.11,-30.30,1.3123e-03,3.7252e-03,6.6879e-03,6.9931e-03,1.0229e-02,1.2138e-02,1.6386e-02,2.0120e-02,2.3272e-02,2.3433e-02,2.6540e-02,3.6927e-02
Lismore,153.28,-28.81,1.0480e-03,3.1002e-03,5.6491e-03,5.9051e-03,8.7201e-03,1.0393e-02,1.4078e-02,1.7257e-02,2.0016e-02,2.0151e-02,2.2760e-02,3.1714e-02
Gold Coast,153.43,-28.02,1.0558e-03,3.3544e-03,6.2465e-03,6.5413e-03,9.6993e-03,1.1517e-02,1.5571e-02,1.9129e-02,2.2077e-02,2.2227e-02,2.5122e-02,3.4844e-02
Tweed Heads,153.54,-28.18,9.9119e-04,3.1830e-03,5.9813e-03,6.2660e-03,9.3605e-03,1.1166e-02,1.5181e-02,1.8699e-02,2.1651e-02,2.1800e-02,2.4679e-02,3.4414e-02
